"order_id","amazon_id","flipkart_id","myntra_id","gender","location","product_category","quantity","coupan_status","ofline_spend","coupan_code","region","country","item_type","sales_channel","name","product","m_price","color","m_brand","category","f_price","stock_qty","f_ratings","f_brand","f_seller"
4452,"A-4452","F_4452","M-4452","F","New York","Nest-USA","5","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4453,"A-4453","F_4453","M-4453","F","New York","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4454,"A-4454","F_4454","M-4454","F","New York","Nest-USA","1","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4455,"A-4455","F_4455","M-4455","F","New York","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4456,"A-4456","F_4456","M-4456","F","New York","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4457,"A-4457","F_4457","M-4457","F","New Jersey","Nest-USA","2","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4458,"A-4458","F_4458","M-4458","F","New Jersey","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4459,"A-4459","F_4459","M-4459","F","New Jersey","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4460,"A-4460","F_4460","M-4460","F","New Jersey","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4461,"A-4461","F_4461","M-4461","F","New Jersey","Nest-USA","1","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4462,"A-4462","F_4462","M-4462","F","New Jersey","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4463,"A-4463","F_4463","M-4463","F","New Jersey","Nest-USA","3","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4464,"A-4464","F_4464","M-4464","F","New Jersey","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4465,"A-4465","F_4465","M-4465","M","New York","Nest-USA","5","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4466,"A-4466","F_4466","M-4466","M","New York","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4467,"A-4467","F_4467","M-4467","M","New York","Nest-USA","2","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4468,"A-4468","F_4468","M-4468","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4469,"A-4469","F_4469","M-4469","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4470,"A-4470","F_4470","M-4470","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4471,"A-4471","F_4471","M-4471","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4472,"A-4472","F_4472","M-4472","F","California","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4473,"A-4473","F_4473","M-4473","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4474,"A-4474","F_4474","M-4474","F","California","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4475,"A-4475","F_4475","M-4475","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4476,"A-4476","F_4476","M-4476","F","California","Nest-USA","2","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4477,"A-4477","F_4477","M-4477","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4478,"A-4478","F_4478","M-4478","F","California","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4479,"A-4479","F_4479","M-4479","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4480,"A-4480","F_4480","M-4480","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4481,"A-4481","F_4481","M-4481","F","California","Nest-USA","2","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4482,"A-4482","F_4482","M-4482","F","California","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4483,"A-4483","F_4483","M-4483","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4484,"A-4484","F_4484","M-4484","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4485,"A-4485","F_4485","M-4485","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4486,"A-4486","F_4486","M-4486","F","California","Nest-USA","5","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4487,"A-4487","F_4487","M-4487","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4488,"A-4488","F_4488","M-4488","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4489,"A-4489","F_4489","M-4489","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4490,"A-4490","F_4490","M-4490","F","California","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4491,"A-4491","F_4491","M-4491","F","California","Nest-USA","3","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4492,"A-4492","F_4492","M-4492","F","California","Nest-USA","2","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4493,"A-4493","F_4493","M-4493","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4494,"A-4494","F_4494","M-4494","F","California","Nest-USA","2","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4495,"A-4495","F_4495","M-4495","F","California","Nest-USA","4","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4496,"A-4496","F_4496","M-4496","F","California","Nest-USA","3","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4497,"A-4497","F_4497","M-4497","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4498,"A-4498","F_4498","M-4498","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4499,"A-4499","F_4499","M-4499","F","California","Nest-USA","2","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4500,"A-4500","F_4500","M-4500","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4501,"A-4501","F_4501","M-4501","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4502,"A-4502","F_4502","M-4502","F","California","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4503,"A-4503","F_4503","M-4503","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4504,"A-4504","F_4504","M-4504","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4505,"A-4505","F_4505","M-4505","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4506,"A-4506","F_4506","M-4506","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4507,"A-4507","F_4507","M-4507","F","California","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4508,"A-4508","F_4508","M-4508","F","California","Nest-USA","2","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4509,"A-4509","F_4509","M-4509","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4510,"A-4510","F_4510","M-4510","F","California","Nest-USA","2","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4511,"A-4511","F_4511","M-4511","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4512,"A-4512","F_4512","M-4512","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4513,"A-4513","F_4513","M-4513","F","California","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4514,"A-4514","F_4514","M-4514","F","California","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4515,"A-4515","F_4515","M-4515","F","Chicago","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4516,"A-4516","F_4516","M-4516","F","Chicago","Nest-USA","1","Not Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4517,"A-4517","F_4517","M-4517","F","Chicago","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4518,"A-4518","F_4518","M-4518","F","Chicago","Nest-USA","3","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4519,"A-4519","F_4519","M-4519","F","Chicago","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4520,"A-4520","F_4520","M-4520","M","Chicago","Nest-USA","1","Used",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4521,"A-4521","F_4521","M-4521","M","Chicago","Nest-USA","1","Clicked",4000,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4522,"A-4522","F_4522","M-4522","F","California","Nest-USA","1","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4523,"A-4523","F_4523","M-4523","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4524,"A-4524","F_4524","M-4524","F","California","Nest-USA","2","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4525,"A-4525","F_4525","M-4525","F","Chicago","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4526,"A-4526","F_4526","M-4526","F","Chicago","Nest-USA","2","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4527,"A-4527","F_4527","M-4527","F","Chicago","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4528,"A-4528","F_4528","M-4528","M","Chicago","Nest-USA","3","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4529,"A-4529","F_4529","M-4529","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4530,"A-4530","F_4530","M-4530","F","Washington DC","Nest-USA","1","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4531,"A-4531","F_4531","M-4531","F","Washington DC","Nest-USA","5","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4532,"A-4532","F_4532","M-4532","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4533,"A-4533","F_4533","M-4533","F","Washington DC","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4534,"A-4534","F_4534","M-4534","F","Washington DC","Nest-USA","3","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4535,"A-4535","F_4535","M-4535","F","Washington DC","Nest-USA","3","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4536,"A-4536","F_4536","M-4536","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4537,"A-4537","F_4537","M-4537","F","Washington DC","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4538,"A-4538","F_4538","M-4538","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4539,"A-4539","F_4539","M-4539","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4540,"A-4540","F_4540","M-4540","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4541,"A-4541","F_4541","M-4541","F","Washington DC","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4542,"A-4542","F_4542","M-4542","F","Washington DC","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4543,"A-4543","F_4543","M-4543","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4544,"A-4544","F_4544","M-4544","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4545,"A-4545","F_4545","M-4545","F","Washington DC","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4546,"A-4546","F_4546","M-4546","F","Washington DC","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4547,"A-4547","F_4547","M-4547","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4548,"A-4548","F_4548","M-4548","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4549,"A-4549","F_4549","M-4549","F","California","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4550,"A-4550","F_4550","M-4550","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4551,"A-4551","F_4551","M-4551","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4552,"A-4552","F_4552","M-4552","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4553,"A-4553","F_4553","M-4553","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4554,"A-4554","F_4554","M-4554","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4555,"A-4555","F_4555","M-4555","F","California","Nest-USA","1","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4556,"A-4556","F_4556","M-4556","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4557,"A-4557","F_4557","M-4557","F","California","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4558,"A-4558","F_4558","M-4558","F","California","Nest-USA","5","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4559,"A-4559","F_4559","M-4559","F","California","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4560,"A-4560","F_4560","M-4560","F","California","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4561,"A-4561","F_4561","M-4561","F","California","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4562,"A-4562","F_4562","M-4562","M","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4563,"A-4563","F_4563","M-4563","M","California","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4564,"A-4564","F_4564","M-4564","M","California","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4565,"A-4565","F_4565","M-4565","M","California","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4566,"A-4566","F_4566","M-4566","M","California","Nest-USA","2","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4567,"A-4567","F_4567","M-4567","M","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4568,"A-4568","F_4568","M-4568","M","California","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4569,"A-4569","F_4569","M-4569","M","Chicago","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4570,"A-4570","F_4570","M-4570","M","Chicago","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4571,"A-4571","F_4571","M-4571","M","Chicago","Nest-USA","3","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4572,"A-4572","F_4572","M-4572","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4573,"A-4573","F_4573","M-4573","M","Chicago","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4574,"A-4574","F_4574","M-4574","M","Chicago","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4575,"A-4575","F_4575","M-4575","M","Chicago","Nest-USA","1","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4576,"A-4576","F_4576","M-4576","M","Chicago","Nest-USA","2","Not Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4577,"A-4577","F_4577","M-4577","M","Chicago","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4578,"A-4578","F_4578","M-4578","M","Chicago","Nest-USA","1","Used",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4579,"A-4579","F_4579","M-4579","F","California","Nest-USA","1","Clicked",4500,"ELEC30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
